Id_Number,Patient Question,original_dominant,original_secondary,bucket,self_confidence,entropy,model_predicted_primary,model_predicted_primary_prob,model_predicted_secondary,model_predicted_secondary_prob,cleanlab_quality,corrected_primary,corrected_secondary,reviewer,review_notes
1068,"I’ve been struggling with school. It’s been harder to cope with the stress of moving and having no friends. I feel like I can’t talk to my mother about this because she scares me when I bring up issues in school. Last quarter I had a 3.6 GPA, which is pretty good. So far it’s gotten worse. I have 2 d’s in algebra and English. Normally I’m an amazing English student but I’ve been struggling because of my teacher. She’s an awful teacher always talking about how she’s a published author and we should be perfect at everything. I’ve also been struggling due to the fact that I’ve moved to a place I hate. Everyone here does drugs and drinks. I don’t like that. I miss where I used to live. Life is getting me down. Anytime I read an article about depression I start crying for no reason. I’m worried about myself and my grades, please help!",Emotional Reasoning,Magnification,A,0.413,0.566,fortune_telling,0.629,magnification,0.584,0.387,,,,
2206,"I ran across an email confession from my spouse. My spouse talked about all the things I do that piss them off. How I am a dead beat and how my ptsd is just an excuse and how they feel trapped in doing anything because of it. Talked about the times I tried to commit suicide about it, about how they wanted to leave me due to my ptsd. But told that they know if they told me they wanted a divorce then they would lose the house, because i own the house. There was a lot of anger in the email, lots of perception that they had that wasn’t 100% true. Lots of resentment towards me. This i am sharing is the confession they wrote to their friends after bitching badly about me.",No Distortion,,A,0.413,0.441,mind_reading,0.587,,0.279,0.477,,,,
2374,"I’ve been diagnosed with PTSD. Supposedly this is from the severe bullying I went through for almost 10 years. I’ve only recently gotten help on this two months ago. While going to therapy stopped the crying and anger that I had I feel increasingly tired, I’m frustrated and downright miserable and I feel like I’m failing in life and in school. I don’t have friends. The ones I do have are from High School. I’m terrified talking to people, but yet I can do a public speech perfectly. I don’t think therapy is helping me and going from what my psychology teacher is rambling about he makes me feel like this problem is simple and I shouldn’t even be so upset.",Emotional Reasoning,,A,0.413,0.625,magnification,0.526,mental_filter,0.47,0.428,,,,
1286,"I understand the whole be happy your alive and the it could be worse stuff, but I am so sick of my life.  I have always worked hard, but I am never respected in my field.  I am broke all the time.  I do not have a family and the friends I have I don’t like to hang out with them because I’m always so miserable compared to them.  I just spent all my money and worked hard to make a career change that I thought would make me happy and give me more time to work on my painting career.  I am now broke, can’t afford to live in my apartment (I am going to live out of my car starting next month).  Nothing I do makes me happy anymore.  Art used to always make me happy, but I am so upset I can’t afford to do it any more I feel sick thinking about it.  I really don’t want to live without having a family.  Nothing I do anymore matters.  I do not qualify for any help programs because of my previous job, but all the money I made from that went into changing my career and I have nothing now.  I got my new credentials to do the new job, but I’m completely broke.  I really don’t want to live a life of being broke all the time.  It is so stressful to worry and I am not a person that can handle it.  The constant phone calls from collects, losing my apartment, scared to buy food every meal.  I have been disappointed with my life for the past 19 years. Everything I try at, I lose or fail.  I keep trying to continue on, but I don’t want this to be it.  I’m getting too old to be know where and failing this badly.  I so tried of feeling like trash everyday, I just want to know how to deal with living a life you don’t want and how to find happiness when there is nothing in your life to be happy about. (From the USA)",Overgeneralization,,A,0.414,0.633,mental_filter,0.586,labeling,0.556,0.416,,,,
2369,"I’ve become very concerned for my friend over the past few months, and even more so as recently I went through her notes on her phone when she let me borrow it to text my parents. First off, I’d noticed that she’d lost quite a bit of weight since winter break, at least 15-20 pounds off an already slender frame. It wasn’t just the weight, she hasn’t eaten lunch at school these past months either, and whenever we eat out somewhere on the weekends she hardly touches her plate even though she only orders a salad. Also, she always quickly types on her phone before eating — this is what compelled me to go on her notes, just to see if there was anything, and there was. She has a folder documenting her height and weights, morning and evening, with exact times, from the past 6 months; 5’4″ she started at 120lbs and is now down to 105lbs She also has weights labeled GW and UGW- 100 and 97, respectively. She has a folder in which she’s typed up rules for herself varying from “consume 200-800 calories daily” and “fast once a week”, to “exercise 30- 90 minutes 6X/week”. Also she has one labeled food journal but I didn’t get to look at it because I didn’t want to arouse suspicion for taking too long. Seeing this has shocked me, and since then I’ve been paying closer attention to her, and there’s something else that I find alarming, although I’m not sure what exactly it means. I glanced at her hands last week and saw that not only are her fingernails chewed, the skin around her cuticles and knuckles is torn up and bloodied in some areas. I’ve realized that she’ll pick at the skin and sometimes even bite it- the nails AND skin. I’ve never seen anything like this. I am fairly certain she has an eating disorder, but what is this other biting thing and why? It looks very painful. I feel like I need to tell someone about these things, like her parents or the nurse, but I don’t want to lose her as a friend, I love her and I don’t want her to hate me for betraying her trust, especially if she realizes I went through her phone. How can I help her without damaging our friendship? (age 18, from US)",No Distortion,,A,0.414,0.45,mind_reading,0.586,,0.302,0.474,,,,
123,"From a teenage young woman in Chili: So, I have this friend, that has been thinking about attempting against her life, and she seems determinate, she says that she feels empty, that she don’t want to do nothing, she feels unuseful and feel like she is failing to his friends by being so down and not being able to give them properly attention, she goes to a therapy and take pills but suddenly it aren’t helping anymore, she was about to leave those pills because she was feeling better but all of a sudden this feeling came to her. Then there is this other friend, she has the same issue but she thinks no one really cares for her and her family don’t treat her good, she is not in therapy because her family don’t let her to, she feels unloved and we are not that close either so i don’t know what to tell her either I don’t know what to tell them at all, i want to give them some advice or support, please help me.",No Distortion,,A,0.415,0.476,mind_reading,0.585,,0.294,0.474,,,,
186,"Hello. I’ve been in a relationship for over a year now. We were friends for 2 years before that. When we were 4-5 months he said he had to tell me something important. He said that he was concerned about me and that I should take care of myself more because I always left me last. It hurt me so much (because I’ve had low self-esteem for a while and been insecure) that I got mad at him that day. After days our relationship changed a bit. I couldn’t put my finger on what was wrong. We felt a bit disconnected and awkward with each other and it hurt for both of us. Then my insecurities and anxiety got worse and worse. I accused him of cheating a few times and I was totally convinced that he was cheating. I felt betrayed, lonely, boring and flat to him. I started to feel like I didn’t love him, but I knew I did. I also lost trust on everything. I questioned our relationship everyday and it gave me anxiety. I was to nervous to see him or talk to him. I hated it.",Labeling,Mental filter,A,0.415,0.64,magnification,0.564,labeling,0.446,0.42,,,,
1934,"I’ve been looking and i can’t seem to find a question like this, but i don’t know why i consider myself as “unattractive.” I’m a 15 y/o boy in high school and I always feel like i look so hideous, but people keep trying to tell me that I’m not. Sometimes I tend to get angry, because I feel that these people are just trying to be nice or generous. As a straight forward person, I like to be honest and expect the same from my peers. I try to avoid photos and videos, and when I talk to people, I feel as if they’re disgusted having to look at me. I think that this is a very negative thing, as people get angry at me because they think that I’m seeking attention, but I’m not. I just want the truth from people, but my thoughts of myself being undesirable can’t cope with some of these people’s opinions. Sometimes my flaws are so easy to see, and people still tell me that I look fine. Truthfully, I hate it, and if these people are lying I want them to stop. And if they’re telling the truth, I want my thoughts to stop telling me that I look ugly. It’s a disadvantage for me, for my love life and for my social life. (age 15, from US)",Labeling,,A,0.415,0.622,personalization,0.511,labeling,0.415,0.436,,,,
1760,"From the U.S.: I stopped loving my daughter. I usually live alone with her thousands of miles from my family and her father, and my whole life is devoted to her, who is just turning ten years old. I am a bipolar2 and a borderline 50 years old woman. I struggle being a mother with mental health issues. Now she’s in europe, visiting my family and her father, and I don’t want her back. Suddenly, in the past three weeks, I stop having any feeling whatsoever for her. I even try to picture her in pain, or crying, to see if it would stir any emotion in me, but instead I feel nothing, like I have never loved her. I’m in a panic, she’s due back in a month and I just can’t face her, I’m scared I would make her life miserable if she was to come back to me",Emotional Reasoning,Fortune-telling,A,0.416,0.553,fortune_telling,0.663,magnification,0.571,0.428,,,,
2517,"I think I might need help. For as long as I can remember I’ve always been depressed. I just shrugged it off as boredom till I got into highschool and I decided to actually accept it as depression. I don’t know why I’m depressed. Maybe I don’t even have a reason but it’s just how I feel. I’ve attempted suicide a couple times before but I just couldn’t do it. All I ever think about is dying but I think I’m getting worse. Because I’ve started having thoughts about hurting others as well. Not that I would do such a thing! I abhor violence and wouldn’t even hurt a fly. However a couple years ago I had a kind of mental breakdown. I’m night owl you see, so for some reason one night I just started freaking out. I was extremely paranoid for no reason. I was so scared of something that I started carrying a knife with me to protect myself. After a couple weeks of this I stopped. But, with these new thoughts I’m having, I’m worried that if I have another breakdown I might hurt someone. I’m scaring myself. Recently several people close to me have died and I’m not even bothered by it. I didn’t cry or get upset, I didn’t even act surprised. I mean I accept death as an inevitable but these were people close to me, shouldn’t I be the least bit sad? I’m not sure what I should do. Do I have a problem and/or should I get help? (age 18, from US)",Mental filter,,A,0.416,0.605,magnification,0.602,emotional_reasoning,0.444,0.408,,,,
146,"I really want to run away from home (I’m 18 yo) because of my toxic family. I really feel like I’m on the edge from just going insane because I feel helpless/hopeless. I’m someone who is forced to be isolated and I have low self-esteem/poor confidence from what I believe is emotional abuse from my childhood. The people I live with are belittling and make me feel bad about myself. They’re the reason I have low self-esteem issues and I feel worthless/incapable. I want to defend myself but I don’t know how to cause I’m scared to and I’m honestly not used to defending myself. It’s even come to the place where I might have to physically defend myself. Can you please advise me on what I should do to build my confidence and courage so I can stand up for myself? What should I do about wanting to run away from home even though I have nowhere to go, but sometimes home really makes me want to snap? (From the USA)",Emotional Reasoning,,A,0.419,0.592,fortune_telling,0.608,magnification,0.457,0.403,,,,
919,"My older brother has diagnosed bipolar disorder with anger issues (amongst other undiagnosed issues) and has just lost his job again. He has a 5 year old son, is currently separated from his child’s mom, but is dating another woman. He was recently pulled over (he gets pulled over often for excessive speeding) and got caught with marijuana and a pipe. These aren’t even my causes of anxiety- it’s that he is causing so my stress to my parents. My mom is chronically ill, and my dad breast cancer last year. They have contact with my brother, as they have a great relationship with my nephew, but it is almost constant stress because of the things my brother gets into. He can’t keep a job because he falls asleep at his desk from his meds, shows up late from over sleeping, calls out too much, blows up on someone- you name the problem this time. I live 10 hours away by car, and every time my mom calls to tell me something has happened with him, I feel such guilt. 1. For living far away and feeling helpless. 2. For deciding to not have a relationship with my brother because I feel he is toxic. I want to help, but I don’t know what to do. I go back and forth between feeling like I should reach out to him and then mad that he never reaches out to me. I won’t be a part of a one-sided relationship, especially because he uses my parents and never apologizes.",Personalization,,A,0.419,0.579,fortune_telling,0.635,mind_reading,0.528,0.379,,,,
105,"From a teen in Australia: I overthink everything…Let’s say, my parents, are supposed to pick me up from school. I patiently wait for them for a while but the more I start seeing everyone else going home the more stressed and panicked I get. I immediately think of the worst case scenario…It can get from “Oh they are just late”; to “What if they got in bad a car accident?” or “If I call them now they might get distracted while driving and it will be my fault, maybe they are in trouble.”",Magnification,,A,0.42,0.557,fortune_telling,0.535,magnification,0.42,0.434,,,,
792,"Hello, I am on here regarding a recent introspection I seem to be having of myself. I am no expert, I haven’t a PhD, but I’ve noted over the past year my emotions have become more and more dull. I rarely feel bad about hurting other people emotionally and physically, in fact, the other day I almost bludgeoned my sister with a hammer. I only pretend to be apologetic. I get an adrenaline rush instead of guilt, and the lines between fear and excitement in my mind have become blurred. I’m still doubtful though because I am a sadomasochist, I like to get hurt as well as hurt people. I’m not completely emotionless, I cry (albeit over selfish reasons). I get angry. I laugh. I know how to act nice as well, everyone who is not close to me can rarely discern my intentions. At certain times I can make myself feel a certain way. I am still a teenager so maybe I am in way over my head, but I am reaching 18 soon, and I fear I will let this part of me consume my being.",Fortune-telling,,A,0.421,0.597,magnification,0.53,fortune_telling,0.421,0.439,,,,
965,"I used to always just joke about being depressed and hating life, but in the past few months (sparked by bad arguments with my mom, having to put down the dog I’ve had and loved for nearly 12 years, and getting put into a class with a very bad teacher in school), I’ve been getting worse and everything I never dreamed I would actually do/feel/think is becoming a reality. I’ve been thinking about self-harm even though I’ve always found it ridiculous, and my mental breakdowns have been occurring more and more often. I’m more prone to crying out of nowhere or at the slightest mention of something even remotely upsetting to me. I’ve been in two relationships and both of them were terrible, one partner forcing me into sexual activities, and one partner leaving me for someone else while blaming me for the relationship failing. My mom has been switching between being nice to me, ridiculing me, and ignoring me. It makes my already low self-esteem drop even more, and at this point, I’ve learned to ignore her, but It’s still difficult sometimes to tone out her words. My teacher at school doesn’t teach the material but expects us to know how to do it on his level even though we’re beginners (AP Language). He gives everyone bad grades all the time and never praises us when we do good. His lectures to the class are no better than saying we all are terrible students and should be receiving even lower grades. He makes me feel unwanted and going to his class makes me really anxious. I’m currently trying to drop it, but my principal won’t return my emails regarding it. I want to get help, but the other part of me feels like I don’t deserve it. I’ve been surprising myself when it comes to controlling the urges to harm myself or worse, but the urges have been getting more tempting as of late. I haven’t really been feeling any positive emotions lately, but whenever other people are around I subconsciously smile, even when I don’t want to. I hate the way I am now, and I want to get better, but I also don’t want to cause anyone trouble.",Personalization,,A,0.421,0.602,mind_reading,0.514,personalization,0.421,0.439,,,,
1923,"I don’t know the best way to explain myself so please bear with me. I tend to have a lot of issues going on in my head. First of all I don’t feel like I think, or have the capacity to think like a normal person. I tend to get different ideas or incorrect information from what people are explaining to me, or it just takes me a long time to process the information that is given to me. This causes me to come off as stupid, or makes me seem that I don’t care. Another thing is I take my transgressions toward others very seriously, when I feel like I’ve don’t something wrong, or let someone down I really take it to heart because I don’t want to be the cause of someone’s disappointment. I feel this is the right thing to do, but I always feel like I’ve don’t something wrong when I express this to my friends or co-workers. Growing up I always felt like I was an intelligent person. I never really thought like a child and was always more aware of myself and how my actions affected those around me than most other children. I love learning, but can’t seem to understand what people are saying to me. I’ve always had this inner monologue that is either pushing me to do something I don’t want to do, or just telling me negative things about myself. I’ve actually caught myself sometimes arguing out loud with this voice. It was me speaking the whole time, but in two different tones. Also I tend to see really horrible images in my head. For example if I see a plane flying by I’ll see it blowing up right in front of my eyes. Or if I’m see a person walking down the street I’ll see them getting hit by a car. I don’t want these things to happen and it really upsets me when I see them to the point where I’ll sometimes start crying. Right now I just had something happen at work that I feel terrible about and it affected everyone in the building. All I keep seeing is me running and jumping out the open window in the office before anyone could stop me. I wouldn’t do it, but I keep feeling this way. These things cause many problems all of my relationships. Any Advice?",Personalization,,A,0.421,0.614,mind_reading,0.572,labeling,0.451,0.428,,,,
1638,"My parents are in their 50’s and have begun hoarding stuff and their quality of life is greatly diminished. They have raccoons living in the attic, there are open holes in the side of the house, both have collected things beyond what can healthfully fit in their space, they have 8 cats and some other little things I am concerned about. The house is a constant mess because they can’t keep up with maintenance and general cleaning. I do know they realize that some things need to change, like plugging holes in the house that raccoons are getting in but when i offer help or suggestions they are super sensitive or just say “i know, but”. There is always an excuse or reason they have not gotten to it yet. I live across the country and can’t physically help around the house. There is a extensive history of self esteem issues with both parents. So how do i talk to them and help them realize I am extremely concerned about their lifestyle without them shutting down or getting extremely hurt?",No Distortion,,A,0.424,0.442,mind_reading,0.576,,0.291,0.484,,,,
781,"I’m a seventeen year old student in school, and I’m trying to figure out life. I have had issues with self harm for a short time (2yrs).My parents and friends are worried that the depression and self harm arent getting any better and im sufferring.I was diagnosed with major depression recently and i feel so bad all the time.So my therapist recommended inpatient to my family because i cant take care of myself anymore.And im afraid because i know how bad i feel, and i dont want to be locked away forever.Right now im having issues with like basic hygeine,i cant sleep, i havent been eating.I want to be normal and do normal stuff young people do but i dont see the point anymore.However i have told my parents and therapist im afraid of inpatient because i dont understand how it works and whos gonna help me there.And i have never been on medication so my family thinks this is a good time to consider it as a option.",Magnification,,A,0.425,0.574,emotional_reasoning,0.531,fortune_telling,0.53,0.436,,,,
1955,"I have been dating my boyfriend for about 1 year now. I moved from Arizona to Colorado to be with him. HE was living with his Mom and so I moved in as well. He paid her rent for his room and he did things for her around the house. When I moved in she also charged me for rent for sharing HIS Room. At first we got along but as time went on I began to notice things. She would constantly text him while we were just in the room next to her, she would constantly yell out his name for him to come… and just ask things of him. HE isn’t working as he is on disability and had been in jail. Well soon he got into some trouble again and his mom called the police on him and my mom and I had to bail him out ..his mom wouldn’t and sat around saying how glad she was he in jail. Now that he is out she is back to the same..this time we don’t live there but she is always asking him to do this and that and talking badly of me. They text constantly and even sometimes when he and I are talking he will text her. and it’s weird stuff..like how handsome her son is and calls him her baby and sends him emoji’s like sunshines and things. I find it strange how he is always needing to go see her and will find any excuse to do so. While he was living with her he gave her all his money and she gave it out to him accordingly., I came along and I pointed out how he needs to be independent.. he is 48 years old!!!! so he did listen to me on that. But I can’t seem to understand this relationship with his mom. She isn’t very good to him and he is allows her to be so disrespectful to me. I am getting tired of it.",No Distortion,,A,0.425,0.464,mind_reading,0.575,,0.262,0.488,,,,
1405,"Told mother my weight so that I’d have someone to talk to. She told me that if my father found out then he’d divorce her. I try to help it and gain at least two pounds but I can’t go a day eating normally without being disgusted and restricting the next day. I’m afraid of going to the doctor because I’ve lost over ten pounds since last we met and I can’t fake “eating healthy and exercise” anymore. She looks at my hands for acid stains and it’s a miracle she sees nothing because I purge whenever I can’t handle having all that excess in me. I take laxatives but o hate the idea of the calories absorbing and I purge but I hate the idea of my teeth being yellow even though I brush them so much. I remind myself that I need to gain for my parents but I can’t even convince myself that it isn’t okay that the people I used to look up to as “ideal” aren’t even thin anymore. I can’t eat three meals a day without forcing it out one way or another. I can’t leave the house without someone large over me to hide what I see. I’m self aware to the fact that others don’t see me as “fat” but the fact that I’m not *skinny* matter so much more and I can’t wrap my head around why. I don’t have any friends to speak to, I moved recently and there’s no one here I can speak to without losing my voice- just writing this is making me want to lay my head down because of the ache in my head. I want to move out so that i at least don’t have to pretend that I’m doing okay and forcing myself into this loop, I cant get over how exciting the idea of being alone is the same way I can’t get over the blur of fear in the back of my peripheral at the same thought. I don’t know what to do. I have my whole life ahead of me and my grades match up fine, but as this keeps progressing I lose focus and patience. Everything feels empty and I keep buckling down and closing in. What should I do?",Magnification,,A,0.427,0.645,mental_filter,0.546,all_or_nothing,0.482,0.436,,,,
2064,"I’m feel like there is something seriously wrong with my head and I just don’t know what it is? I’ve researched a lot of different mental disorders and I can relate to a lot of the symptoms of so many of them. When I was in 4th grade I was diagnosed with ADD and I’ve have had on and off depression, disordered eating habits, and anxiety since then but I was diagnosed with depression and anxiety 3 months ago. Lately I have been feeling very disconnected and can’t stop zoning out, when I’m not zoned out my vision is distorted. Everything looks like its shifting, breathing, certain things pop out a lot, and when I read text it waves and spirals into itself. Sometimes when I walk I feel the curve of the earth and everything to the side of me looks downhill. Kind of like tripping but not. I did do LSD twice about 5 months ago but I’ve only been experiencing these symptoms for 2 or 3 months so it’s not because of the acid. I question reality and get confused about the concept of time and sometimes I completely forget who I am. Also been having bad insomnia and strange sleep patterns. I’ve been impulsive and doing things that I regret later; smoking a lot more than usual, drinking all the time and trying other harder drugs like Xanax and coke(once) but thats weird for me because I’ve always thought of myself as weed only. I’ve also been hooking up with a lot more guys which is weird for me because I’ve always been kind of afraid of and have never been in a relationship and am very self conscious but I keep hooking up with guys I don’t care about. I also just really hate my personality. I try to seem unique but really I have no personality, I’ m nothing but a bunch of stolen identities. When I ask someone to hang out and they can’t I get extremely hurt by that to the point of tears and think that everyone thinks I’m annoying and that girl that I think is cool and I wish people could see me the same way as people see her knows that I’m copying her. Sometimes I’m afraid to go on the deck because I think I can’t control myself and I might jump off.",Labeling,,A,0.428,0.609,mind_reading,0.632,labeling,0.428,0.388,,,,
288,"When my mother was young, she had a son called Braxtan who had passed away at the age of 2 before I was even born. If he were still alive now he would have the role of the oldest child in our family instead of me. Being the oldest child, I feel very pressured in everything I do and I also argue with my parents a lot (which makes me quite upset), because of this I quite frequently find myself wishing that Braxtan would just burst through the front door and would be there for me when I feel although no one else is. I believe that I miss him incredibly much ,but I don’t know if this is possible/normal and what I can do to stop missing him because I know he’ll never come back. (From Australia)",No Distortion,,A,0.43,0.561,magnification,0.57,fortune_telling,0.384,0.468,,,,
971,"I’ve suffered from major depression and chronic insomnia my entire life. What kept me going was the milestones and going through the motions. Even when it was at its worst I would make myself believe that it would get better after high school, that it would get better after college, that it would get better after I got my first job, etc. I’m running out of milestones and it’s been getting worse. I had to quit my job because I was constantly falling into major crying spells while at work. I can’t seem to do anything to distract myself anymore and have become entirely unmotivated and feel like I’ve pretty much given up.",No Distortion,,A,0.432,0.609,magnification,0.568,mental_filter,0.507,0.446,,,,
1592,"My boyfriend and I have been “together” since August, but on and off since we broke up 3 times. He has these constant feelings of insecurity, self doubt, feeling the need to compete (he visited me after work and said he was better looking than any of the guys there, for example; and today he was upset that his best friend was poking me on Facebook, and it made my boyfriend insecure). He overthinks really bad, gets really stressed out and handles it the wrong way. Two weeks ago he got really stressed and asked if I wanted to break up. Of course not. He’s been cheated on and betrayed and he knows friends and family who have also been betrayed in the past, so I get that he will have trust issues, insecurity, maybe even a hint of jealousy (or a lot of it?), but I think he may need help. I’m not sure. I love him, and when he’s not being upset, we’re fine. But he gets upset a lot; today he said he wasn’t eating because he felt “down in the dumps”. That worries me because over a year ago he was dealing with something else, and stopped eating, and went to a mental hospital. He said that after taking antidepressants, he eventually felt better and he hasn’t dealt with that issue again. The issues in our relationship have to do with him; he always says it’s him, something he needs to deal with, etc. His insecurity, overthinking, self doubt, lack of confidence or trust in anyway, the way he views the world so negatively and always expects the worst possible outcome, etc. Today he said he wants a break. I highly doubt a week-long break will cure this; I don’t want to insult him, but I’m not sure how to say that I think this is something he probably needs to speak to a professional about, and not deal with on his own. His negative thinking and overthinking is causing him far too much stress and though he’s been feeling like this less (or talking to me about it less), it’s making him feel worse. This is the first time he’s told me he hasn’t been eating and that worries me. I love him; what do I do?",Fortune-telling,,A,0.432,0.552,mind_reading,0.649,fortune_telling,0.432,0.374,,,,
2127,"Hi. I have a history of having a relatively short temper, normally this is just shouting or nothing serious. But occasionally when I get angry I lash out physically, so I’ll hit walls or pull on my hair but I’ve never hurt anyone and it’s always been in private so no one knows this has been happening. About a month ago my girlfriend told me something that made me angry. I could feel myself getting angry and started to pace around her room, she could she I was distressed and got up to comfort me but in that moment I needed space so I pushed her away onto her bed. She wasn’t hurt she was just shocked. I hadn’t even realised I’d done it. Anyway I calmed down in the end and we’ve carried on as normal. But recently we spoke about the incident again and she told me that she’s now constantly afraid to get me angry in fear that I might hurt her or go further than just pushing her away. I love her and she’s the last person I want to hurt and it kills me that I’ve given her a reason to think these things. I just wanted to ask the question here firstly to see if you think this is a serious anger issue that would benefit from speaking to a therapist or going on a course or something. And if there’s anything I can do in the meantime to make things better. Maybe techniques that can calm me down. I genuinely don’t think I could ever hurt her, she is the most important thing in the world to me. But it scares me that I didn’t realise I had pushed her. All I want is to be someone that she feels safe around and to be the best I can be for her. Any help of advice would be much appreciated. (age 18, from US)",No Distortion,,A,0.432,0.542,mind_reading,0.568,fortune_telling,0.508,0.451,,,,
676,"From a teen in the U.S.: i”ve been dealing with depression and anxiety issues since i was 6 years old. i’ve never really enjoyed living, being so depressed makes me push away everyone i care about, leaves me unmotivated quitting every job ive had and dropping out of high school, and constantly wanting to be alone and curl up in a ball and not do anything with my life. i have no energy and i kinda just sit and sulk all day, i also deal with bipolar, extremely bad panic attacks multiple times a day, and body dysmorphia.",Mental filter,,A,0.433,0.55,magnification,0.52,overgeneralization,0.444,0.446,,,,
1985,"Through mental health treatment, I’m being told that what’s been my reality for the last 10 years or so is not reality. I don’t really know how to cope with this. It’s making me question literally everything, and I feel completely overwhelmed about learning what’s real and what isn’t. How do I deal with this?",No Distortion,,A,0.433,0.595,magnification,0.567,emotional_reasoning,0.469,0.453,,,,
519,From the U.S.: I have been diagnosed with OCD years ago and it has recently resurfaced worse than ever due to stress. I can’t see a psychiatrist anytime soon so I’m reaching out for advice. I fear that I’m in the stages of prodromal psychosis. I’ve been on Celexa for the past 3 weeks and it isn’t reacting well with me so I’m tapering off now while getting on Anafranil because the medication saved me years ago.,Emotional Reasoning,,A,0.434,0.513,magnification,0.529,emotional_reasoning,0.434,0.449,,,,
2547,"I am very worried about my older brother. In the past 6 months he has started behaving very strangely. He has forged my name and my parents’ names on rental documents and doesn’t see anything wrong with it. Additionally, he is exhibiting very paranoid behavior, he gave away his cats, whom he loved for more than 5 years, and his reasoning is that my Dad is going to send him to jail! According to him he is an alcoholic, though I have never seen him drink more than 2 or 3 drinks at a sitting, and was prescribed medication from his therapist to stop drinking. He is paranoid, making bad decisions and is about to be evicted from his apartment. My whole family is at their wits end with him and we do not know what we can do! We don’t understand why he is taking meds for alcoholism when he isn’t an alcoholic or how he could be prescribed these without some sort of testing! He will say things that are completely outlandish and sometimes contradictory. We do not know what to do or where to turn. He will not tell us who is doctor is or what the meds are that he is taking! I am very worried that he is becoming a danger to himself and others. What can I do?",No Distortion,,A,0.434,0.456,mind_reading,0.566,fortune_telling,0.46,0.464,,,,
4654,"I have always dealt with anxiety issues throughout my life, I am just beginning to learn that I had it though. I have all the symptoms of SA, sweaty hands, weak voice, fear of talking to others, and pretty much every other symptom as well. This anxiety has really affected my life. When it is at its worst, I can hardly get out a rational thought, it just keeps building on itself. It feels like the world is collapsing in on me. That is why I stay inside a lot, and play my video games. I hate being stuck inside though, I would love to be able to go out and just enjoy myself with my friends.",Emotional Reasoning,,A,0.435,0.564,magnification,0.603,emotional_reasoning,0.435,0.412,,,,
1191,"I dated this man last year for about 8 months. I wasn’t ready for a committed relationship at the time. Dated him more out of boredom. But he took it more seriously. He had alot of anger issues and was slightly emotionally abusive. One time I let him discipline my then 7 yr old boy, but he got too rough and threw him across his bed. I did not condone this and I swore to my son that he would never have to be around that man again. We had some miscommunication a couple nights later that I used to my advantage and pushed his buttons enough to make him spiral out of control and he came and broke into my house while the kids I were sleeping. No one was hurt and the kids never woke up. I broke up with him the next day after the cops escorted him home. Now to present day another 10 months later we are talking again. He has received enough counseling to help himself and I see him as different and changed for the better. I also am ready for a more committed relationship so we have been seeing each other for about 2 months now. I am so happy and we’ve apologized and he has validated my feelings about what happened that night and in general so that we can try and move on and Im making more of an effort towards a relationship this time, but my son is terrified of him. The bf and I are taking it much slower this time and not involving the kids at all for at least 6 months but will it be possible to reintroduce them and patch things up or am I being selfish for even trying? I gave them my word that he would never be in our lives again because I never in a million years thought it would be possible for him to have changed. I am at a crossroads. Thank you for any advice you have!",No Distortion,,A,0.437,0.442,mind_reading,0.563,,0.259,0.498,,,,
75,"I am extremely observant of people as I had high intellect but a very low understanding of people’s motivators. I ended up being able to charm just about anyone, being able to understand people’s states and inner beliefs almost at a glance, and feeling terribly weary and disillusioned for it. I often find myself exasperated “are you really that dumb?” “Where’s your ability to judge your own situation?” “So slow. People’s internal actions and reactions are so dull, slow, foolish, and I cannot say anything because they won’t be able to understand my words, and I know exactly why. It seems to me that people are often walking happily to their own emotional and personal demise and they will not listen to me, they are convinced that how they ‘feel they are entitled to act’ is the ultimate truth. I often feel like I am surrounded by sleepwalkers. The worst feeling in life is to be able to manipulate someone so easily and see them react exactly as you expected they would, as though they are machines devoid of sense and independent thought. It is the worst feeling because those little tricks I play out of boredom prove again and again that I am right. Who the hell wants to be right about something like this!!!?? I am right about enough already, ever since kindergarten!! I don’t need to be right about despair!!! I am extremely intellectual but I would still enjoy ‘human contact’ right? Although since humans are what I understand them to be, I may as well be an alien. *Laughs bleakly* (From New Zealand)",Labeling,,A,0.439,0.603,mind_reading,0.528,labeling,0.439,0.451,,,,
1520,"Hi, I am having a tough go in my marriage. We met when both of us were recovering from a breakup. My now husband was going through a divorce, and hindsight, he probably needed more time to “heal.” We moved in together after dating one year, and then married a year later. A few months before the wedding, I began to notice his irritability with me and his depression. We would fight and argue and never resolve. I felt that I couldn’t talk to him about anything, because he would get defensive and either not engage at all or get very angry. My husband has now started Zoloft (about 3 mos) and he sees a separate counselor. We went to a couple’s counselor for a year, and unfortunately, she thought it best to go to another therapist, being we weren’t getting anywhere and she thought we needed someone more “direct and a structured approach.” Last night, we started with another therapist who is focused on EFT. After the session, I brought something up at dinner, and my husband again got defensive and later angry. It’s easier to not “talk” to him at all. I am torn, being we have only been married for 7 months and the road seems very long. We are not getting our emotional, mental or physical needs met. Would you recommend a certain type of counselor? It’s overwhelming with who to pick. I don’t know if an EFT approach is best for directness and structured? Is it worth fighting for? Thank you for any advice and/or assistance with how to proceed. I am at a loss…",No Distortion,,A,0.44,0.501,mind_reading,0.56,fortune_telling,0.388,0.479,,,,
