text,binary_label,distortion_type
"My husband and I overheard my six year old and my three year old sons talking about ‘kissing’ each other’s penises. When we asked them about this, my three year old said that the six year old kissed his yesterday but that he didn’t kiss the six year old’s back. We asked him where he saw this and he originally said on tv. We believe my six year old’s curiosity in this may be coming from his biological dad’s house. His dad has a girlfriend and they have her five year old daughter and her six year old nephew living with them. After he mentioned seeing it on tv, he then said he saw the nephew (from his dad’s house) ‘humping’ the five year old daughter (also at the dad’s house) and that he told on him to his grandmother. I asked if the nephew had mentioned kissing penises to him or the five year old little girl and my son said no. Does this sound like normal sexual curiosity for a six year old? I’m beside myself, I really don’t know what to do at this point.",Distorted,All-or-Nothing
"My boyfriend and I dated for four months. After we first broke up, we started talking again. We talked for three months. Then I found out that the reason why he broke up with me was because he liked my sister. I was really hurt, but I still talked to him because I really, really cared about him. I could forgive him even if he liked my sister.",Non-Distorted,No Distortion
"I am the divorced mother of a 16-year-old daughter. My husband and I split up when she was 8. Since she first began to speak, she has always called me and my husband by our first names. She is my only child and I have always wanted so much to be called “mom” or “mommy” or whatever. I’ve never made a big thing about it till my birthday just recently, when I told her the best birthday present she could give me would be to call me “mom,” even if it was just for one day. She refused.",Distorted,Magnification
"I would like to begin by saying I have never taken any drugs nor am I on any medication of any sorts. I believe my problem began, or the earliest attack I can remember, was when I was five. I was sleeping soundly when I woke myself up out of nowhere. I only caught a glimpse of a giant spider making its way under my covers. I was able to both see and feel the spider crawling in my bed and over my legs. Needless to say I spent the night in the comfort of my mother’s bed. They scattered themselves considerably throughout the next few years of my life. They stayed at the same terror level, rats, snakes and such showed themselves. However, recently they have become more and more consistent and more and more vivid and elaborate. Not only am I able to see them and feel them, it has escalated to actually hearing them. I have seen everything from bugs covering the wall to a shadow person standing next to me. If you need examples, trust me I have many, many more. I have recently expressed my concerns with my family doctor and he dismissed me quite quickly and I feel he did not take the time to diagnose me properly. I was wondering if these are normal, simple hallucinations not to be alarmed about or something worse. Please help me!",Non-Distorted,No Distortion
"From the U.S.: My son tends to act this way with only me and we are not sure why. He wants me to hold him most of the time, he has to be in control even over me and doesn’t do well with transitioning. I do think it could be anxiety but how do you treat it and why would it be only when I am around.",Distorted,Emotional Reasoning
"I need to know what is wrong with me. I don’t feel any kind of attachment towards people/anything really. I’ve been worried about bringing this up with a psychologist because I am a mother I’m worried they will call CPS on me. My child is in absolutely no danger. She is fed, cared for etc. I think I care about her, I miss her when she’s gone but I don’t feel any connection towards her. She is four. I respond in ways I have learnt to over the years because I think ive never really felt a connection to anyone. If she gets hurt, I offer cuddles, kisses and tell her it will be alright. I try to be as soothing as possible. But the problem is I have no maternal NEED to do these things, from talking to friends with kids, when their children as an example get hurt, they have this NEED deep down to make them feel better, to comfort them etc. i don’t have that, I do it because I know its the right thing to do. I try to do lots of bonding things with her, take her places, we have special one on one time at bedtime where we read a book and sing a song before I tuck her in. But there has been no zing. And it’s like this with pretty everyone else in my life for as long as I can remember.",Distorted,Mental Filter
"I met a woman online in Norway, we emailed for 4 months, our emails became intimate, she ended up flying to Florida to be with me for 17 days. On the 4th day, she told me she had no feelings for me, then a day later she said she wanted to be alone, I left her at her hotel and went home, an hour later she called and I went back to see her, she apologized and said it was her, she felt far from home, she did try to change her flight but couldn’t. The next day she said she thinks she’s falling in love with me. The next 13 days until she left for home, everything was great, she made me feel like she did fall in love with me. Sex was great, we were very intimate, she told me many things, made me feel she would return soon and be with me.",Distorted,Overgeneralization
"Hi! I’m 22 years old and for the past year and a half of my life I have been in a never ending cycle of self-loathing. I think firstly it is important to understand that I’m not the type of person to ask for help. I rarely do even at the most minimal of levels. So it goes without saying that this is, in a way slightly uncomfortable for me. That being said let me address the issue at hand. For the last year and a half I have been experiencing feelings that confuse me. Feelings that until now I have yet to express to any other person, including close friends and relatives. My issue is this, every single and I mean every single thing that I do that is not done to perfection I beat myself up about. I’m not talking about when it happens but in the future. I’ll be watching TV, driving a car, walking down the street and Bam! Out of nowhere a negative thought, embarrassing moment, or otherwise distasteful event will pop in my head. For the next 30 seconds to a minute it will consume me from the inside out. At best I’ll clench my fist or jaw and maybe shake my head. At worst I’ll have to lay down and take deep breaths to overcome it. Whether the event was a lie I told years ago or an awkward encounter I had with a close friend that if I asked they may not even remember. It’s a constant war in my head. On one hand I can realize that 99% of these past events just don’t matter in the bigger picture of life but on the other i’m a perfectionist and they are just unacceptable things that drive me insane. This has lead to strong anxiety to the point that If I’m having a episode in my head I may slur my words while I’m talking to someone. Furthermore it has lead to a hatred for myself and a deep sadness. I have been loved by so many people and can’t explain why I feel the way I do. But the churning in my stomach has to go. It is just to unbearable. Thank you very much for your time.",Distorted,All-or-Nothing
"Basically, I started failing college, badly. i had zero motivation and i would just sit there in lessons completely zoned out and if i wasnt in lessons, i would just sit at home and skive. i finished that school year with 4 U’s and i never really knew why i didnt want to go in. i would start having arguments with my parents for no reason , all the time. and i would take offence or be defensive whenever they asked anything about me from how was college or how was your day. i used to go out with my friends a lot, but i now spend a lot of time in my room on my laptop, but even when i do go out, i find it very very hard to keep a conversation going, and if i either drink or smoke weed, i just go into a completely depressed state and will not talke at all. i also suffer from insomnia. i will sometimes stay up until 4:00 am , but just because i cant stop thinking about things. i will start getting myself all worked up, almost paranoid, i dont really know why, i just wont stop thinking and that stops me from falling asleep. i dont show emotion to my parents much, and when i do i fake it, because i really dont care, i just come back from college and go straight into my room , and only come down for food. when i argue with my parents, i would go crazy. i would scream and shout, then i would break down and cry My parents are always having a go at me because i either dont attend college or im staying up, or im just being rude, but after all these things happen, i think why did i do that, i would never do that, i dont want to that!. but i just cant seem to stop it. Im really scared and i want answers, beacause i can see how ive changed and i think thats what freaks me out the most. i have looked up the negative symptoms of schizophrenia and i am sure that i show all. i dont hallucinate but i do come some up with ridiculous reasons to why people are acting how they are, like why someone wont come out. anyway, please help, im scared.",Distorted,All-or-Nothing
"From the U.S.: I am terrified of life. I am anxious all the time. I have panic attacks almost every time I leave the house. I say one thing and act the opposite way. I’m depressed more often than not. I think about suicide every day, or at least every other day. I’ve contemplated it, thought about the best ways to do it. I drink too much and then act worse.",Distorted,Labeling
"From the U.S.: To preface this post, I suffer from anxiety and (I think) OCD as I’m constantly worrying/thinking about my actions or health. I’m not taking any medication, nor am I seeing a counselor; I am fighting these thoughts/feelings alone.",Distorted,Labeling
"Lately I’ve been feeling Irritated all day, i strongly hate people, people I’ve never met. Sometimes because of how they look, sometimes because of how they act. I look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.",Distorted,Mental Filter
"I met my boyfriend nearly 2 years ago online. He is in the army and was soon to be sent to Afghanistan. He lived about 6 hours away from me but being that we just met I decided not to visit (for safety reasons). Once he was sent away, we became very close, we scheduled web cam dates, sent letters, emails, cards, etc.",Non-Distorted,No Distortion
"From the U.S.: For a few months, I’ve been getting these sudden headaches that don’t hurt so much as they feel strange and are very hard to describe. It starts with a sharp, adrenaline charged feeling in my head that becomes a tingling or numbness somewhere else, such as in my hands or in my face, or sometimes it feels like it’s manifesting inside of my head. This numbness usually moves around my hands and face, sometimes to the point where a whole part of my face will be without sensation. I have trouble concentrating, and speaking, during these headaches.",Distorted,Mind Reading
"I have been searching web sites and calling numbers for the past two months for information on what I about to ask. It has been a concern for me since I got back together with my boyfriend. I have also asked my doctor, but she does not have enough info to give me or time to research it!!",Distorted,Labeling
"I’m a 13 year old girl and I’m a very violent, sadistic, unempathetic person. I’ve had very violent desires and urges ever since I can remember, and in recent years, it’s also become sexual. To put it simply, I want to kill people, I want to see them suffer, and I’d be lying if I said I didn’t get sexual gratification from doing so. When I was younger, and even a little bit now, I would try to hurt animals. I would throw things at them, try to run them over with a dirt bike, and would tear any bugs I found limb from limb, along with other things. I would even plot to murder my parents when I was around 8. I’m not saying I don’t do that now, but I fully intended on following through with my plans back then. I would pack a backpack, wait until my parents were asleep, and sneak knives into my room. I’ve never had much empathy, and the amount I do have has been gradually decreasing over the years. I have decent cognitive empathy, but I have no affective empathy, nor do I feel sympathy at all. In fact, for the longest time, I actually thought the words “I feel bad for you” was just an expression. I’ve never felt for another person, or at least, not for a very long time. I don’t care about other people, nor do I form emotional attachments with others. Thanks for any help.",Non-Distorted,No Distortion
"Because of their past history my boyfriend doesn’t want me to be friends with her. My boyfriend and I got back together the first of March after being apart for 5 years. I moved in with him May 1st completely. I visited my daughter for a week each time in May and June. June 11th I was introduced to one of his female friends, at that time I asked him if he had slept with her, or a co-worker, he said no. I left it at that. I have only been in Wa. a few months and did not have any friends at all, so this friend of his and I started hanging out, going shopping, garage sales, things like that. We have become very good friends, and she had not been communicating with him much at all. I would only go do things with her during his work hours, so I would not loss any time with him. In the past month or so he has become very angry that I hang out with her, we got into a couple big fights about her. A lot has to do with her lifestyle being sketchy, to say the least. At first I couldn’t go to her house or her mothers house. Then it escalated to he did not want me to see her at all. I got really angry and said to him you cant tell me who I can or can not be friends with. Ended up in a huge fight, I decided that my love for him is more important then her friendship. I told him I would not see her again. I text her and explained to her that I wasn’t going to be her friend anymore. In retaliation she sent me a text about the 2 of them sleeping together, along with a text he had sent to her. I instantly got angry and confronted him about his lying to me. He said it was before we got back together, I accepted his answer once again. The next day I read the texts on her phone and was shocked he slept with her just before I moved here and when I left in May, and tried in June. She is the only person I have to communicate with besides my boyfriend and dont want to loss her, but he gets so angry when she is brought up. I don’t know what to do I am torn, should I hide her or not?",Distorted,Overgeneralization
"I sometimes think about killing people. Sometimes I have urges. Some of these fantasies are pretty detailed. This has been only been happening of late, when I’m frustrated or depressed. Before, I would want to hurt myself, now it’s mostly directed towards other people. It’s no one in particular, just random people. I just feel the need to cause violence, to destroy.",Distorted,Emotional Reasoning
"My daughter is 19, she still lives with me. She loves to watch movies like twighlight and she reads a lot. She can not find a job, but she does go to college, she is in her second year. My husband and I noticed that she is by herself most of the time. No boyfriend or many friends, she only have 1 or 2 friends and they just text once in a while. For many years she takes long showers,she is in the shower for 45 mnts to an hour and she stay in the bathroom for almost 2 hrs.",Non-Distorted,No Distortion
"I know this isn’t a simple question to answer for someone you’ve never met, but I’d like a basic answer on whether or not it seems as though I may be depressed. Lately, my eating habits have increased rapidly, while my personality and energy has been decreasing. I haven’t found many activities I used to do much fun anymore, and I’m constantly worn out or restless but I don’t know why. I have also noticed my sleeping pattern has changed, I have trouble staying asleep and I’m constantly tired no matter how long I sleep for. Also, I have been feeling sad and unmotivated, I feel like I’ll be able to achieve my true goals and I’m starting to lose hope with my future. I have absolutely no suicidal thoughts and like to think of myself as outgoing and I’m not sure I feel an overall depression constantly, but I have been clinically diagnosed with social anxiety disorder and most online tests I take (knowing they aren’t completely reliable) say I could be depressed. Do you have any idea?",Distorted,All-or-Nothing
"Hi! My name is Emily. I have something to ask you, and if you could take the time to respond I would realllly appreciate it! Ok well here it is… It sounds really bizarre, I know.. but the problem is, I’m constantly aware of my eyes blinking. Every waking moment, I try to control my eyes blinking and it becomes very irritating. Maybe it is sensorimotor OCD or something? I used to have this same issue with breathing- constantly controlling every breath. But it causes a lot of distress and I’m alwaysss thinking about it… It distracts me from things, dissociates me from others, and has been going on for almost 5 months so I’ve become a little depressed…. how do i go about overcoming this with a positive attitude? I’m also a college student and need to focus on passing classes & having a happy social life… it’s hard when this consumes my life :( Any kind of response would be great thanks:)",Non-Distorted,No Distortion
"My husband and I have been married close to 8 months, weeks prior to our marriage he started to slap me, hold me down, forced me to stay in the house, slap me if I don’t look him in the eyes when he’s talking his anger would last until he felt better. It would be about small things, small fights, things that should be an argument or a conversation and then it’s either better or worse, but he could never control his anger. I remember the day before our paper marriage we fought about something so small I cannot remember it, and I told him I was tired of how he treated me and I didn’t want to marry him. He then slapped me, screamed at me, got on top of me, forced me to stand up if he wanted or sit down if he wanted, forcibly put his hands over my mouth when I cried, and told me to shut up before anyone heard me. This was all in his mother’s home, and his brother and mother did nothing to stop it. Later I found out, his mother had anger problems as well, when she would get mad at her son she would scream, throw wooden boxes at his head and give him a concussion, use any object to hurt him not caring what it was the only thing she didn’t use were knives.",Distorted,Fortune Telling
"My sister, age 57, is a BSRN, but not working. She has difficulty with working relationships. She has been married five times. Fired from her last job. For over a year she has been convinced “the government” is really the enemy. She thinks they are getting ready to confiscate everyone’s property and then make us “rent” our property from them. She is convinced they (the govnmt)is placing reflectors on people’s mailboxes so “they” will know who to “round up” for concentration camps. The latest “coup” she says will occur between Dec 21st and Jan 6th. Our family has been through several of these doomsday dates with of course nothing happening. We cannot convince her she is not thinking right. Physically, she is in poor health and close to 200 lbs overweight. She refuses to file for any kind of disability for fear of “the government”. (They are planning on taking everyone’s pensions). What can I do to help my sister see that all this is nuts. Do you have a name for this disorder?",Distorted,Magnification
"About a year ago to the month, I was in the midst of a very painful break-up during my senior year of college. I had been with my ex for 2 years, it was a very serious relationship, we lived together, and the split was entirely unexpected. In retrospect, the relationship was unhealthy… I changed/compromised myself a lot to try and appease my ex, to fit into his life, and I think I convinced myself that I was happy regardless.",Distorted,Magnification
"Since May, I haven’t been sleeping great. I had a roommate before I came home and as soon as I slept in my own room, I’ve been freaking out at night. I see the light flickering by my window, someone’s there. I hear something under my desk, someone’s there. Every little thing is making me terrified and unless I take benedryl, I physically can’t sleep because I’m so afraid. Since I haven’t been sleeping great, I’ve also started having minor hallucinations occasionally. Mostly auditory, the microwave running and dishes breaking, but I keep feeling like there’s bugs on me whenever I’m really paranoid. How do I cope with thus fear?",Distorted,Emotional Reasoning
"Hi, Thank you for taking time away from your life to read this. It means almost everything to me at this point.",Non-Distorted,No Distortion
"From a teen in the U.S.: I don’t talk about myself or my problems, the only way I can is anonymously online. I’ve been depressed for over 7 years, I have social anxiety, and I still struggle with anorexia. After my suicide attempt last year I lost nearly all my friends, and my parents don’t look at me the same. I don’t know where to go from here.",Distorted,Mind Reading
"I have dated my boyfriend for 1 year and 4 months. When we began dating he openly admitted he had anger issues but said he was angry because of past relationships with women, including his mother. We met online, then immediately went to instant messaging and from there he rushed in to having phone conversation. We talked over the phone for about 2 days and he suggested that we meet in person because he didn’t like talking on the phone all of the time. The weekend after He picked me up and we went to his place. I ended up staying the entire weekend because he seemed so desperate for my company. I found it strange that everything he talked about was negative things people had done to him but he always portrayed himself as the hero in every situation and went on continuously for hours about how he helped people and they let him down. I didn’t get to talk a lot about myself because I couldn’t get a word in. The few times I did talk about me and my life he didn’t seem interested and interrupted me with more conversation about his life. I felt sorry for him and thought maybe he was just going through hard times so I didn’t pay any attention to his rude behavior. We spent almost every weekend together after that. He started to get a little demanding with the time (It didn’t bother me much because in my last relationship I never got any quality time so I adored his neediness). After a month of seeing him he asked that I start visiting through the week as well. I told him that might not be a good idea because I still had to take care of my place and work as well. That’s when I got my first tongue lashing. He yelled and cursed at me and told me not to come around or call anymore. He said I was probably seeing someone else and didn’t have time to be with him and hung up on me. I was in total shock. I sent him a text message the next day and told him that it was wrong the way he spoke to me and I wasn’t going to put up with it. He apologized and we continued dating and of course I caved in to going to spend the night through the week as well as weekends. He would have the same episodes where he would just lash out for nothing 1-2 times in a month and I would always forgive him. Finally in December of last year he told me that he wanted me to move in because it made him feel more secure about our relationship. So I moved in 2 months later and he became someone else. 1 week he would be full of excitement, very energetic and happy, all around just lovable. The next week he would be angry at the whole world. He even got angry at the weather. He started to blame me for things I didn’t do and got mad if I didn’t confess to his assumptions. A week after being angry he would go into a depressed stage, no energy at all and blaming himself for everything. I noticed after months went on that it was a continues pattern. Happy, angry then sad. I started to become very emotional and cry a lot. He would just stare at me like I was crazy or walk away. He tells me he loves me but he shows no compassion. He will not hug me when I’m upset. His only advice is to stand up and do something about what’s bothering me and stop crying about it but when he’s upset he expects for me to hug him and show compassion. We set down and talked about the situation one day and surprisingly he was very receptive. His only response was that he hated where we lived and wanted a better place but because of his financial status he couldn’t lease in a nice neighborhood. So I found a place for us. Things went okay for a few months but after that they got even worse than before. He spent money he shouldn’t have nothing I did was good enough for him (Not even support). I took on most of the bills to help him get out of debt and ended up having financial issues to help him. He says the most ungodly things to me and gets even more upset if I cry. I started standing up to him and yelling back which only made it worse. He then started saying I was crazy and needed to get help. I made him a nice expensive dinner last Friday and bought him a gift to try and calm the anger. He ended up getting sick later that night. I took him to the doctors that next morning and they told him he had a mild stomach virus, gave him a list of thing to do and sent him home. I took care of him all day. He woke up the next morning in a great mood. He left for work. I wanted to keep the mood the way it was Friday so I cooked dinner lit candles and decorated the place romantically to surprise him when he got home. He walked through the door enraged. He made claims that I tried to poison him Friday and refused to eat the dinner. he threw all of it away. I walked away from him. I went to my bedroom and cried hysterically. He continued to follow me around yelling saying he was going to leave me. He took all the mattresses off the bed and kept turning on every light in every room that I went into so I couldn’t sleep and he could continue yelling. After keeping that up for about 2 hours I guess he became exhausted and went to sleep. The next day he blocked my text and phone calls. Lucky I could still leave a voicemail. I asked him to leave. I stayed away for 2 days and when I came home he had taken his things and most of mine. my apartment is bare. The worst thing about the situation is that his family knows he needs help and they are too afraid of him to say anything. I even tried reaching out to his ex-wife to get a little more information. She refuses to discuss anything with me because she is terrified of him. I’ve only mentioned some of the things. There’s plenty more… At first I thought maybe his problem was narcissism but I’m convinced he’s bipolar.. I have asked that he gets help but he refuses. He says I need help.",Distorted,Fortune Telling
"When with others I like to be device-free. Knowing I have no control over the connectivity of others, I am inevitably presented with someone’s phone in my face as people I am with want to show me a photo or something on Facebook (which I deliberately took myself off of), this repels me but I don’t want to be rude or self-righteous, it makes me not want to be around friends/loved ones, it also depresses me, I am seeking strategies to deal with this.",Distorted,Overgeneralization
"My name is Amy and I’m a 14 year old girl. I’m kind of stuck in a tough situation and I was wondering if you could give me any advice. When I was 13 I got bullied and then I was diagnosed with having depression, anxiety and psychosis. They put me on risperdal and most of its gone but everyday when it comes to taking my pill half of me says ‘take it’ and the other half says ‘I don’t need it.’ I’m honestly not sure what I should do as some days I just think I’m a freak and I’m born to die and I should just commit suicide I guess that’s one of the reasons why I haven’t taken my medication for the past few days as a sort of ‘punishment’ and I should go to my other world where ‘the people are waiting’ I kind of get lost in my thoughts when I think about everything and the other world. Everyone at school thinks I’m a freak because of what happened last year. What should I do? My life is so messed up.",Distorted,Personalization
"I’m still young, since I’m only 19. My parents are divorced, and I live with my mom. I can talk to my dad whenever I want, but his wife (my step-mom) is very controlling an makes me want to avoid him. My grandfather was a child molester, though I don’t remember him ever molesting me. I DO remember him taking pictures of me naked, but nothing else. It didn’t seem to be very traumatic at all though. However I still have a sexual desire for boys around the age of 12 or 13 or so. A therapist I talked to (it wasn’t a full blown weekly thing,..I just talked to her three times, and that was it.) said that something happened at that age that stunted my sexual development, and now I am stuck at that age sexually. I agree with her conclusion because it would explain all my feelings such as my feeling that my body hair is unnatural and that it makes me feel dirty, and that people the same age as my body are intimidating to make friends with. 13 yr olds are much easier to make friends with for me as well. I have no idea what it was. Luckily I also have another paraphilia, which is called partialism (fetishism).",Non-Distorted,No Distortion
"About 5 years ago, I started seeing a therapist weekly to do CBT for my lifelong anxiety. However, my anxiety quickly latched onto the therapy itself. I found myself worrying constantly about what the therapist thought of me and whether I was doing therapy wrong. Going to sessions became a major anxiety-inducing experience, and everything the therapist said felt like criticism. I eventually worked up the courage to talk to the therapist about the issue. She said she understood. We discussed it several times and challenged some of my beliefs about it. But it didn’t help. So, a year later, I discontinued regular therapy. I learned a few useful strategies for anxiety but also came away feeling worse about myself. Last year, after experiencing some stressors in my life – which caused extreme anxiety – I went to see a new therapist. I thought this time would be different. I told the therapist right at the start about my therapy anxiety. Yet now, a year later, I find myself in the same pattern. I feel that my anxiety about the therapeutic process itself, and my relationship with the therapist, is getting in the way of therapy. The therapist is well aware of the issue and we discuss it frequently. She suggests things for me to do – ways to ground myself during sessions, exposure-based approaches to accept the uncertainty – but I’m unable to do them, which makes me feel even more anxious and frustrated. Sessions have now turned into a huge performance anxiety thing for me because I’m so afraid of how they’ll go. My therapist doesn’t *feel* like an ally to me (but I know it’s not her, it’s me). I’m at a loss. Again, I feel worse about myself now than when I started therapy. I do okay in my life despite my anxiety – I have a full time job and a good long-term relationship. I would still like to find ways to reduce the amount of worrying I do … but I can’t seem to be able to overcome my anxiety about therapy to make therapy useful to me. Do I quit and accept that therapy has too many side effects for me to be useful? Are there other ways to overcome my therapy anxiety?",Distorted,Personalization
"It has been around 1.5 years since we were in relationship. The decision was the result of his persistent efforts to help me at working every situation (we were in the same college and office too). Though he is not good at looks, a silent type of guy(unlike me), I considered him for hope for his improved life because of me,his nice family(As he told) and his nature. In the beginning, things were awesome, we used to roam across the city, visit temples, and be happy wherever we would go. But since 2-3 months, I began to feel, things have turned dull, because after knowing each other, we have nothing to discuss, sometimes, he doesn’t say a single work for minutes on phone. And when I complain, he says that silence speaks more than words, and he is happy with me. But this dullness and boredom made me depressed many times, specially the fact that he is suffering from many illnesses like dryness, obesity, very poor eyesight which I thought he would be enthusiastic to cure for me,but he didn’t try to make the things normal for me either. I was even worried to find his hair slowly falling out.All the day, I would keep worrying about all these problems, which would give me butterflies. Once I even felt bad when I found him giving more importance to his friends and telling me that it’s because I keep complaining to him about everything, he feels alone, and then he looks for friends. this made me feel even worse specially when he doesn’t call me when he is with them. Finally, time came when I told my parents about him. I called him home. My parents accepted him only for me, but also complained about his too silent nature, because sometimes, you need to speak.",Non-Distorted,No Distortion
"Hello. Due to obsessive compulsive disorder I have developed a new obsession that is causing me so much concern I am unable to think about anything else and in desperate need of some reassurance! Firstly I have suffered all my life with mental health problems. I was diagnosed with ADHD at the age of 7 then with OCD at the age of 13. The ocd symptoms were significantly reduced between the ages of 15 to 23 (last year) although in between this time I suffered significantly with depression, although extremely painful to me this was better than OCD. Unfortunately however the symptoms remerged late last year and have been chronic ever since. I am constantly looking for possible reasons for my problems and constantly undergoing countless amounts of treatments and therapy in the hope to finally put an end to all this. Unfortunately to no avail! My recent OCD obsession is a particularly scary one for me I’m seriously worried about developing serious mental illnesses in particular schizophrenia I have spent 2 days straight researching this when I came across the topic of age of the father and increased risk of mental illness. My dad was 44 when I was born and and according to recent studies and findings this doubles my changes of developing schizophrenia. To about 1 in 68 (I think) this worries me no end and I literally can not stop thinking about it. Especially as I am 24 and nearing the age where women tend to develop the illness. I’m basically just looking for some reassurance. Should I be overly concerned about this? I know I do not have the illness but I have convinced myself I will get it. I’m not sure if my mental problems I have experienced in my life so far are due to my fathers age at the time of my birth but if so my main question is if I am susceptible to mental illness does this therefore increase my risk even further when it comes to schizophrenia on top of the risk I already have due to my dad’s age?At the moment I am convinced that schizophrenia is going to affect me and I can honestly think of nothing worse. When I think about my fathers age and my history of mental illness i feel it is inevitable! Sorry this is so long winded I’m having trouble putting it into words but if you can offer any advise at all it will help me no end! Thank you so much.",Non-Distorted,No Distortion
"I am a sixteen year old female and throughout my life, I have moved cities very often and been to 6 different schools in 11 years of education due to my father’s career choice. Because I have moved around so much, it is very hard for me to make close friends now and to generally trust people. I don’t like making close friends because all I’ve ever known was that people always leave and they don’t keep their promises. I have no true friends that I’ve known for a while. I also have a hard time expressing my emotions such as sadness or pain to others. I’d rather keep everything to myself. How can I change this? I would really like to allow myself to become close friends with the friends I currently have.",Distorted,Mental Filter
I am fourteen years old. I’ve been experiencing severe depressive symptoms with terrible suicidal thoughts for weeks now. I have also been experiencing all symptoms of social anxiety since grade five. I can’t stand it. There are many different physical and mental tasks i must repeat in order to ensure the safety of me and others. I seem to always have the urge to break something or kill someone. I overeat way too much. I eat when I’m not hungry. I have gained fifty pounds in the last year. My academic performance is suffering. Suicide seems like the best option now. I’ll be starting my plan soon. I feel so trapped!,Non-Distorted,No Distortion
"Hi there, my son has been alienated by his father for the last 13 months. It took for the Guardian ad Litem to enforce my ex-husband to put our child in counseling. I have wanted this since the day that my cousin’s daughter taped him confessing that he did everything because his dad and step-mom told him to. My question to you is, how in the world would 3 counseling sessions even do anything for my child? He was released after 3 sessions by a counselor who said that my son is smart. Is this even possible? To help a 12-year old get through this and just diagnose him as being smart? My child is not dumb and knows how to play both myself and his father. Thank you!",Non-Distorted,No Distortion
"From the U.S.: I am from the south and I have my own fair share of racist relatives, but I don’t really associate with that side of my family at all. I put distance between myself and people like that.",Non-Distorted,No Distortion
From a teen in the U.S.: This issue started shortly after I graduated high school and it’;s been going on for 2 months. When it first started I was questioning time and how it works. I had a few panic attacks in relation to that. Then after that I started questioning what I’m seeing and if it’s actually real. That led to me questioning my existence and I feel totally disconnected from the person I used to be.,Distorted,Emotional Reasoning
"I have been thinking about my morality a lot lately since watching Death Note. I cant’ help but think about what I’d do if one dropped out of the sky; would I use it or not? For months now I’ve been questioning my morality. I’ve always said that no one should get the death penalty, but I find that I often go back on that without realising. I’ve been watching Dexter recently, (don’t think I’m romanticising his life or anything) and I can’t help but think that if I could get away with it, if a bad person was strapped down helpless on a table in front of me, that I would kill him. As well as that, for a long time I think I’ve been developing mild sadistic tendencies. I’ve never felt like hurting someone in real life but I love seeing characters suffer in their respective universes. I have been thinking about how this happened, and it made me think about a time 3-4 years ago when the ISIS beheading video came out. I was scared to watch it because it was real, but I wanted to see what death looked like. In the end I didn’t watch it, but I did watch the Facebook video of the homeless man being shot. The description on the website warned against watching, saying something along the lines of, ‘it’ll ruin your entire day’, but after I watched it I was just disappointed because of how anti-climactic it was. I know a guy died, but even now I just can’t get myself to care or feel sorry for him or his family, even though i know I should.",Distorted,Fortune Telling
"I am 16, and from the age of 13 and younger ive shown no signs of having any anti-social behavioural disorders. Lately, however, i have recognised how little i truely care for others or how little remorse i feel in any situation. I must comment that i do feel as if i have a certain love towards dogs and often at times feel anxious and shy in social encounters. This, however is mostly due to the fact that i am uncomfortable being around people and social encounters are often followed by explosive bursts of rage. My speculations have mainly arrived through the fact that i have noticed that i am distinctly socially different from everyone else, and often feel nothing when others around me are crying, laughing or chatting. I also have a strong urge to be in a position of power, always aiming to be in controll of people and their actions and to be ontop of social encounters, remaining one step ahead. This is often made difficult, however due to my inverted personality. I myself find it strange that i feel so jelous and so eager to be in control when i care so little about these people or the things they say and do. Although i have grew up in a loving, stable family, often find myself laughing at jokes and enjoying tv shows, and feel as if i could never hurt an animal (although i have no problem with hurting humans), is it possible that i have an anti-social behavioral disorder such as sociopathy? I understand that i may not have included enough information, but with nowhere to turn, i eagerly await some sorts of answers.",Non-Distorted,No Distortion
"I find my mouth and tongue don’t move as quickly as they once did and I can’t speak as quickly anymore. I am 56, and years ago I could rattle off things quickly. I am not super slow, but I find that people finish my sentences, or answer before I finish. Are there tongue and mouth exercises I can do to speak quicker again? As well, I forget what I am about to say often…like a word. “I put the paper down on the table”…meaning the chair. I rattle through 4 of my child’s siblings names before getting to theirs. (There are no favorites…I do this with all of them! haha.) I know that others do this also. Is this a brain thing, or is this a lazy thing?",Distorted,All-or-Nothing
